,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id
326,7,11,1,40.4,21098761,Московский, Коли Томчака,,Московские ворота,294555441
327,5,10,1,39.5,9500000,Курортный, Гагаринская,77к1,Беговая,294184360
328,17,25,1,43.1,24880294,Московский,Алтайская ,39,Московская,287028904
329,14,25,1,33.5,5899000,Невский,проспект Советский,39к1,Рыбацкое,297343485
330,5,11,1,40.6,18861024,Московский, Коли Томчака,,Московские ворота,294901647
331,7,15,1,39.0,7200000,Выборгский,дорога Михайловская,14к1,Проспект Просвещения,296446881
332,6,6,1,38.7,6227000,Московский,Пулковский меридиан,,Звездная,297264272
333,2,5,1,29.3,5690000,Выборгский, Орбели,31К2,Площадь Мужества,295940595
334,1,4,1,34.3,6150247,Пушкинский,шоссе Колпинское,127,Купчино,296659706
335,13,13,1,33.7,15800000,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,293254950
336,8,25,1,41.31,11218263,Приморский,Коломяжский проспект,13к2,Пионерская,297024654
337,9,10,1,46.7,9600000,Приморский,Мартыновская ,6,Комендантский проспект,296631786
338,3,4,1,38.2,7050211,Пушкинский,шоссе Колпинское,127,Купчино,280678056
339,6,9,1,32.5,6300000,Невский,проспект Большевиков,13К3,Улица Дыбенко,292232141
340,15,18,1,36.1,11335405,Адмиралтейский,бульвар Измайловский,11,Московские ворота,298656206
341,19,24,1,33.9,8500000,Красногвардейский,проспект Энергетиков,9К1,Ладожская,299583835
342,8,12,1,27.42,7129200,Приморский,м. Комендантский проспект,,Комендантский проспект,294928402
343,2,21,1,32.0,9300000,Фрунзенский, Турку,11к2,Международная,299055356
344,11,12,1,27.59,7449300,Приморский,м. Комендантский проспект,,Комендантский проспект,296078225
345,2,12,1,35.1,6750000,Выборгский,Манчестерская ,16,Удельная,297430999
346,12,25,1,42.59,11086743,Приморский,Коломяжский проспект,13к2,Пионерская,297024575
347,2,12,1,36.73,10500000,Приморский,Белоостровская ,12,Лесная,298879842
348,7,18,1,36.8,12016058,Адмиралтейский,бульвар Измайловский,9,Фрунзенская,298655591
349,4,4,1,31.1,12927000,Центральный,Фурштатская ,23,Чернышевская,296477514
350,2,10,1,41.1,17482036,Приморский,Белоостровская ,28,Черная речка,298657299
351,5,5,1,31.6,5300000,Невский, Цимбалина,46,Ломоносовская,299559466
352,5,9,1,50.35,20006294,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,294603061
353,2,9,1,36.0,6150000,Красносельский,Петергофское шоссе,15к2,,298374900
354,3,18,1,39.33,11849999,Василеостровский,Морской,,,299606413
355,2,16,1,46.0,8499999,Невский,Товарищеский проспект,32к1,Улица Дыбенко,299100668
356,5,6,1,32.77,5278200,Московский,Пулковский меридиан,,Звездная,297264794
357,3,5,1,31.0,6490000,Выборгский,Удельный проспект,51К1,Удельная,296197788
358,18,26,1,32.2,7084000,Пушкинский,проспект Новгородский,2к3,Шушары,268906782
359,5,15,1,46.3,13200000,Фрунзенский, Тосина,6,Обводный канал,293797582
360,8,12,1,34.8,10100120,Московский,м. Ленинский проспект,,Ленинский проспект,298191334
361,1,12,1,35.9,8750000,Выборгский,Манчестерская ,3к2,Удельная,298791080
362,5,12,1,34.29,9900191,Московский,м. Ленинский проспект,,Ленинский проспект,296730034
363,13,24,1,36.8,6100000,Невский, Русановская,17к4,Пролетарская,288958467
364,21,23,1,35.9,12823257,Выборгский,Шувалово-Озерки,,Проспект Просвещения,295748468
365,8,9,1,30.5,5200000,Красносельский,проспект Ветеранов,129к2,Проспект Ветеранов,294854766
366,8,12,1,34.99,12407000,Выборгский,Большой Сампсониевский проспект,70к3,Выборгская,265730967
367,6,18,1,40.3,9200000,Приморский, Матроса Железняка,57,Пионерская,293329983
368,7,10,1,36.8,14664779,Приморский,Белоостровская ,28,Черная речка,298657444
369,5,9,1,60.15,42000000,Петроградский,набережная Адмирала Лазарева,22,Чкаловская,299336702
370,4,23,1,45.4,13687242,Выборгский, Шостаковича,8к2Б2,Проспект Просвещения,295748063
371,4,25,1,40.01,8199000,Приморский,проспект Авиаконструкторов,69,Комендантский проспект,296411711
372,2,7,1,42.84,19085220,Василеостровский,,,Горный институт,296753998
373,18,27,1,38.9,7580000,Невский,проспект Советский,36к2,Рыбацкое,297267506
374,1,27,1,41.29,8493353,Выборгский,Заречная ,52к1,,297905085
375,13,26,1,39.5,10900000,Приморский,проспект Авиаконструкторов,2,Комендантский проспект,299055703
376,7,12,1,45.75,12970125,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,266866573
377,7,24,1,34.78,5170000,Невский, Русановская,20к1,,299387511
378,9,27,1,37.65,8116032,Выборгский,Заречная ,52к1,,297905161
379,7,16,1,35.1,8500000,Калининский,Кондратьевский проспект,70к1,Площадь Мужества,296601592
380,6,10,1,56.6,18100000,Красногвардейский,Большая Охта,,Площадь Ленина,277296457
381,4,9,1,29.0,5850000,Невский,проспект Солидарности,7К1,Проспект Большевиков,292240491
382,3,9,1,49.6,19875522,Петроградский,проезд Петровская коса,6к1,Крестовский остров,298658144
383,9,17,1,50.5,20950000,Приморский,Ушаковская набережная,3к2,Черная речка,293992137
384,6,9,1,51.04,18813344,Петроградский,Петроградская набережная,38,Горьковская,258156062
